id_anonimo,campus,tipo_campus,cargo,classe_cargo,nivel_pretendido,nivel_reconhecido,status
b69685ce55c23c54,SGA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
73d8e8112ad40276,SGA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
7f64f4bd33298fef,SGA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
38164144525786bd,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
8bd3148edea4a88f,RE,Capital,Revisor De Textos,Classe E,RSC-VI,RSC-VI,Deferido
4a2b9e3befcf074a,CANG,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
f55318a8833d6c7d,RE,Capital,Analista De Técnico Da Informacao,Classe E,RSC-VI,RSC-VI,Deferido
38130c6fd032018d,RE,Capital,Secretario Executivo,Classe E,RSC-VI,RSC-VI,Deferido
2eb2591e29a3676d,SPP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
68521ba926084714,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
c8938a4fb7ee853c,CM,Interior,Administrador,Classe E,RSC-VI,RSC-VI,Deferido
